content,label
"I am pleased. I am generally a fan of the brand and have ordered friends with a catalog. Recently, however, I have only used the services on the site because it comes out a lot more profitable. My delivery arrives for a day or two and there are samples of perfumes and lipsticks inside.",Customer Care
"Dear Anh Phu,

Deadline for quotation, please send me before the 6th day (July 17, 2020).

Thanks & Best Regards
",Sales
"Fast order and very fast delivery.

I knew about the ads store on TV and the Internet and when there was a discount I decided to order this online store.

The trash bin was crushed on both sides in the box and its lid did not pay well.",Customer Care
"When I bought the services on May 28 2022, I did not anticipate that it would become defective in a little over a week. Unlike other products that I’ve bought from your company, it seems that I was sent a faulty product or a bad batch. Since this is the first time that this has happened, I understand that errors may arise. I will not crucify the company for an issue that can be easily rectified. I would like this issue resolved by sending a replacement so that I can get on with my intended use. I would like to put this unfortunate situation behind us.
I have attached pictures that I believe will be pertinent to any investigation that you may have to conduct. I am happy to send over the defective product for inspection as well. Should you need to reach me for further information, you can reach me via email or on my cell: 564-465-645.
Thank you for your wonderful service over the years and for future correspondence. I hope to resolve this unfortunate incident as soon as possible.
Respectfully,",Customer Care
"Tomorrow I will go to Vung Tau, if I have asked him to arrange to meet Mr. Linh and Mr. Truong and Mr. Hung in the Leader",Customer Care
"Hello, 

The draft PO is acceptable, except we are not going to supply a certificate of quality, but only a certificate of conformity. 


Cordialement, Best regards,",External Relationship
"Good day. 
We duly confirm that we have quoted same items with what you requested. 
If you have any query, Please do not hesitate to contact us anytime.",Customer Care
"Dear Anh Phu,

Did you update to help me with this order?

Thanks & Best Regards,
",Customer Care
Difficulty with the supplier company,Customer Care
"Nice site for sales and exchange of goods. I am very pleased with this site. In it, anyone can find what they need. There are a variety of sections of technique, fashion, for children, etc. There are also many ads that you can choose from, and prices are many times lower than the store.",Customer Care
"Dear Mr Truong,

Thank you for the inquiry. A quotation will be sent as soon as possible.
Meantime, I send you our electronic catalogue so that you have a complete information of our products.",Sales
"Dear due to chimpanzee 

Song Linh sends you a quote with information as below. 

Please check and give us your best price for this request soon. 

Please provide enough information about your quotation: 

- Price deadline: 
- Delivery time: 
- Payment policy: 
- Model / part number / brand / catalog on quotation. 

If you have any questions, please contact us again. 

We hope to receive a reply with your quotes soon. 

Thank you! 


Stt name of goods specifications Origin Unit Q.ty 
1 Digital Pressure Gauge, Range: 0-5000 PSI EU/ G7/ Australia PCE 1 
2 Digital Pressure Gauge, Range: 0 - 10000 PSI EU/ G7/ Australia PCE 1 
3 Pressure Gauge 500 PSI ""Noshok Pressure Gauges: 
-Range: From 0 to 500 PSI Pressure ""EU/ G7/ Australia PCS 2 
4 Pressure Gauge 1500 PSI Pressure Gauge (Refer to Badenburg Products or 
Equivalent); Size: 150mm (6 "") min; Mounting: Direct; Case & Bezel: Stainless Steel; Glycerine Filled; Scale Ranges: From 0 to 1500 PSI Pressure (Please see Below); Dual Scales (Bar & PSI); 
Operating Temperature to +60oC; Overload: 115% of FSD; Accuracy class: 1.0% of FSD; 
Pressure Connection in 316 Stainless Steel: 1/2 """" NPT, MALE, Bottom; Window: Safety Class; Environmental Rating: IP65; 
All instruments are individually calibrated & have an unique serial number printed on the dial; 
Certificate of Conformity; Material Certification; Point by point test Certificate. EU/ G7/ Australia PCE 3 
5 Digital Pressure Gauge, Range: 0-5000 PSI - EU/ G7/ Australia PCE 3 
6 Digital Pressure Gauge, Range: 0-10,000 PSI EU/ G7/ Australia PCE 2 
Remark: • The Goods are brand new 100%, manufacturing from year 2020 or Later. 

Best Regards,",Sales
"I would like to introduce about HTH
HTH Technology Company specializes in consulting, designing, installing, providing solutions and products for control systems (RTU, DCS, PLC, SCADA), instrument equipment of the following brands.

1. Dwyer Instrument from USA – Pressure, Temperature sensor, Flow meter - www.dwyer-inst.com (application for water, O&G, general industry, HVAC, BMS)
2. Honeywell from USA – PLC, SCADA, RTU, DCS, Field instrument pressure, temp - www.honeywellprocess.com
3. Oil, LPG, Gas Flowmeter Rhenik Coriolis Meter from Germany – To measure Gas, Oil, Chemical - www.Rheonik.com www.h2flowmeter.com
4. Gas flow meter RMG from Germany – Turbine meter, Ultrasonic meter, Gas Chromatograph - www.rmg.com
5. Physical Analyzer, Hydrocarbon dewpoint, Oil in Water, Salt in Oil system from Bartec Germany - www.bartec.de
6. Flow (Water, Chemical, etc) meter from Wise Control and Kometer – Korea – www.kometer.com
7. Advanced fire alarm system www.advanced.com – UK
8. IOT Gateway – Serial to Wifi, Modbus converter, Serial to 3G, etc www.usriot.com - China
If you need assistance with field instrument equipment, electricity, and control, please let me know.",Sales
"I tried to do everything online, same problems you all have. I sent a lot of emails. I just need the return address to get these services back and get a refund. I bought 4 pairs of Clark's, they are small, thank God I didn't re-order as they suggested so I won't be charged for a replacement. Charge me fee I don't care. I want my money back!",Customer Care
They don't.,Customer Care
"Dear Kha, 

Please pay the rest of the part to your delivery, certificates for the attached contract! 

Thank you & best regrards,",External Relationship
"Dear Mr Kha, 
I checked Kitz again and got the following information: Model 150SCTB is now STOPED, and switched to a new model called 150SCTDZ. 
Basically, the 150SCTDZ model has the following installation parameters: Face-to-face, flange is the same as the 150SCTB model (discontinued), so the replacement on the old system is completely possible. 
Please see the drawings of the two types I attached to compare. 
Hope to hear from you soon.",External Relationship
"Dear Mr. Khoi,
The product has failed as what he has recorded.
Nhan Tien, because the code is not enough like the hello code, please give me the Letter Confirm about the code.",External Relationship
"Like talking over the phone, I note down some basic points, if you need any more information, you can contact me directly by phone for advice as quickly as possible!

- Time to issue L/C is usually before delivery date (before B/L date). However, it also depends on the export side, there are cases where they ask to open LC within 10 days after signing the contract/within 30 days after signing the contract…these points are clarified by the company side. with the exporter.
- Timeline for issuing L/C does not need to be shown in the contract, MSB will issue it when it receives the request to issue L/C from Song Linh company.
- Timeline of payment to the supplier: According to the quotation, the exporter is requesting the payment method is L/C at sight: that means Song Linh/MSB company will have to pay immediately to the partner within within 5 days when MSB receives the perfect set of documents as specified on the L/C.

- In addition, on the L/C, there are fields specifying the latest delivery time, the time to present the BCT... so the buyer will also control the delivery time, the time the goods arrive at the port and payment time…

Best regards,",External Relationship
"High junk prices. Seller was a nice place with prices in accordance with quality. Recently, brand names have been used and prices that do not correspond to the quality of the goods are required. A lot of worn clothes that require a high price. Everyone wants to clean their wardrobe and make a lot of money from it. I often see goods that are described as an original, not. There are many ads, demand is difficult, and there are no buyers. You may not be able to sell for months.",Customer Care
"Dear Angelika Næss, 
Have a nice day! 
We can transfer for you if you don’t sign and stamp PO. Because we need to sumit official PO for bank that the bank can payment. 
Please, send us official Po. 
Thanks you so much! 
",External Relationship
"Dear Mr. Huy,

Can we replace the “report from independent load testing unit…” as our Mill Test Certificate?
There will be the rope test result for your information.

Best regards,

Allen Hong
",Customer Care
Great organization and feedback between the parties,Customer Care
"Dear Mr. Revelation,
Thank you for the announcement, the Appendix of the contract is ok.
Please print it carefully and send the original contract to help me at the address:
63, April 30, Thang Nhat Ward, TP. Vung Tau.
We hope to receive your feedback.
",External Relationship
This product is what you have the aviation code this,Customer Care
"It's not bad. More comfortable than ordering by a sales representative. Delivery is faster, while I have to wait a week with representatives. From their site I can find it easier to find a product I am looking for. Quality is not much about such high prices. Often, the products of the picture do not fit what they really are.",Customer Care
"Is there any news for this order? 
We are waiting your opinion ardently.",Customer Care
"The HS Code for the file mention above JB HS Code I use 85369010 for all shipment. But customer is asking other HS code can be use as follow:
Please advise.",Customer Care
"Easy, fast, quality ... if it wasn't for that I wouldn't shop from you.",Customer Care
"Attached is ok. 

Please send me sign copy of attached for me to process order. 
",Sales
"Dear Mr. Francis, 
Good day to you! 
can your hose Flame resistant? Because they checked your catalogue but they just find working pressure. So, Our customer enquiry us offer hose with Flame resistant. Could you please check and confirm us? 
Hope to receive your mail.",Sales
"Dear Anh Kha, 

I send you the price list and the product DataHeet as required, details you see the attached file to help me. 
Need more support, please contact me again. 

Thank you and have a nice working day!",Sales
"Wish you a new week full of energy, and thank you for sending support requests,
Can Kha tell Duong know what project he is doing? Because Duong will register this information with the company.
And this order, he does not have a specific part number, then the positive will offer the equivalent goods according to his description, or if he wants to exactly the existing type, Mr. Kha can give Duong more p/n each type .
",External Relationship
"My side will send UNC after paying for me.
I send the invoice and delivery information as follows:
Song Linh Trading and Service Company Limited
Address: 65/9, Binh Gia, Ward 8, TP. Vung Tau, Ba Ria - Vung Tau Province.
MST: 3500 904 295


Delivery address: 63, Street 30/4, TP. Vung Tau, Ba Ria - Vung Tau Province.
Recipients: Nguyen Kha 089 879 6588.",External Relationship
"We have a new enquiry as below: 
We would be grateful if you could provide us with a quotation 
1. Exhaust axial (Nhóm 1) 
1.1 Exhaust axial medium pressure fan 150 Pa Medium pressure flange ty pe marine axial fan500 mm Nom, Diameter, 6mm causing thickness Airflow 10000 m3/h at static pressure 150 Pa 400-440V/ 60 Hz/ ~3: Power input 1500 W; IP56 Set 1,00
1.2 Supply axial medium pressure fan 210 Pa Medium pressure flange type marine axial fan500 mm Nom, Diameter, 6mm causing thickness Airflow 10500 m3/h at static pressure 210 Pa 400-440V/60 Hz/ -3; Power input 2000 W; IP56 Set 1,00
2. Máy ?i?u hòa công nghi?p (Nhóm 2) 
Industrial air conditioner Industrial air conditioner: Inverter type spilit-system with wall mounted indoor unit, Cooling capacity nom - 7,0 kW; Air flow rate, nom - 1080 m3/h (18 m/min); Power supply - 220-240B / 501 Iz/ -IN; Power input less than 2,5 kW Set 2,00

Please kindly check & offer us your best price for the goods.
*Pls comment enough below information on your quotation: 
- Price term: 
- Delivery time: 
- Payment term: 
- Model/ Part number/Brand/Origin should be clarified on quotation. 
- Technical spec and the certificate follow file “technical requirement and spec”. 
Our deadline is 07/05/2020 please quotation us before 06/05/2020. We hope to received your quote soon.",Sales
"A nice store with a wide variety of goods, but unique slow service, no communication with customers, and the goods ordered on Friday are delivered on Tuesday is a soft to say, maybe you are the only ones with such a practice",Customer Care
"Dear Huy, 

Thank you for PO. 
We will send you profoma invoice soon. 

Dear GDC, 
Please sign PO and send profoma invoice.",External Relationship
"Dear Huy, 

On demand, I send you the price list of AROX kitchen resistance as the attached file. Please check, when you need more contact information, thank you 
",Sales
"View Online 





Better Faster Greener
Better Performance Per Watt and Per Dollar 40%-60% Better Performance on Cloud Workloads Reduced Environmental Impact & Lower TCO


Comprehensive Server based on 3rd Gen Intel® Xeon® Scalable Processor 
• Over 100 Building Block Optimized Designs 
• Maximum Processor, Memory and I/O Performance
• Max Performance, High Volume Cloud, High Efficiency Multi-Node, Mainstream

Featured Products:


Rackmount Server 
Leading Multi-node Architectures
• Optimized for highest processor TDPs
• Up to 22 hybrid NVMe
• Up to 3 double width GPUs
• PCI-E 4.0 support with 64 lanes per socket; Total 128 lanes
________________________________________


Twin Server 
High Performance & Flexibility Enterprise Applications Rackmount System
• Highly configurable 2U 4-node and 2U 2-node systems 
• 3rd Gen Intel® Xeon® Scalable processors, 2 per node, up to 270W TDP
• All-hybrid hot-swappable drive bays - NVMe,SAS or SATA (2.5” or 3.5” drives) - Up to 12 NVMe drives per node
• 16 DIMMs + 4 Intel Optane Persistent Memory 200 series per node
________________________________________


GPU Server 
High Performance and Flexibility for AI/ML and HPC Applications
• Dense and scalable multi-GPU powerhouse supports the latest HGX A100 8 SXM4 GPU
• New NVIDIA NVSwitch that is 2X faster than the previous generation
• Networking up to 200G, GPUDirect RDMA and GPUDirect Storage
________________________________________


Storage Server 
Application-optimized High-Performance Storage Solution
• New generation top-loading server optimized for field serviceability and field replacement
• PCI-E 4.0 storage controller with hardware RAID and IT mode
• Tool-less hot-swappable drive bays supporting 3.5 and 2.5” media
• Flexible mix of hybrid HDD and SSD drive bays for best performance and TCO

",External Relationship
"Good day. 
We can offer capacitors same with attached but 7.0uf ? 8.0uf. (7.0 is discontinued). 
This company is small company and unfortunately it cannot meet the English Manual , COC , ex proof types. 
However, we can issue COC & guarantee letter by our side. (it is a best option by our side. )",External Relationship
"Dear Mr. Nhut, 
Currently, I will conduct the goods for this order. 
My side will make payment and send UNC to you. 
He redefined again to help me transfer information: 
Binh Minh Technical Equipment Trading Service Company Limited 
STK: 91533669 - ACB Saigon Branch. 

What I proceeded to order with the company to help me. 
",External Relationship
"Correct traders. The goods are quality. I am pleased.

A friend recommendation.

There are no disadvantages. Everything is perfect.",Customer Care
"Hi Anh Kha,

I sent you back to the contract that added information with me and there are a few small places, I edit Highlight Gold, I will help me, if ok then I will reflect on I know so I will sign the contract soon for me.

Thank you!",External Relationship
"Hello, 
Can you ask me how long delivery time? 
Anything, please give me the catalog of the goods. Thank you",Customer Care
"have a nice day! 
for the quotation, I'm glad to receive a 10% discount for us. But can you give us more discounts?",Sales
"Dear Mr. Vincent,
Good day to you!
Yes, we can accept Goods made from China. We just need you can provide goods and all document as same technical request.

",Sales
"The order delayed a few days as they did not have the phone in the desired color, but compensated for the delay with an additional protector.",Customer Care
"Extremely correct, they contacted me several times to clarify the way of delivery, and the goods arrived in a very short period after it was already available among their proposals. I am pleased with the service and I recommend the company to everyone else who has not yet ordered it. I think they will be satisfied: -)

one of many

without remarks",Customer Care
"Quick service.
At personal judgment. They release a very frequent reduction in products even by up to 50%, which is quite good for the standard of poorer Bulgarians or retirees.
All right, maybe a call to the client is not unnecessary.",Customer Care
"Dear Sir/Madam,
We introduce about ourself, we are Solicom – a trading company in Vietnam 
As far as I know, your company can provide the products as in Below. 
We would be grateful if you could provide us with a quotation:
NETWORK AIS RECEIVER 
NETWORK AIS RECEIVER WITH ETHERNET, GPS & USB PCS 8 FA-30 Furuno


Please kindly check & offer us your best price for the goods.
*Pls comment enough below information on your quotation:
- Price term: 
- Delivery time: 
- Payment term:
- Model/ Part number/Brand/Origin should be clarified on quotation.
- Certificate sample, CO by chamber of commerce, CQ/ catalogue/ drawing c/w quotation to be required.
Our deadline is 20/05/2020, We hope to received your quote soon.
Hope to receive your feedback soon.
",Sales
"Everything but the quality of the product was perfect.

just an advertisement

The organization is perfect but the product is defective",Customer Care
"Dear, S Kha , Nguyen. 

Good day. 
Delivery date of PO (014/50.20/PO/SLC-KTECH) is 9th, July, 2020. 
Please refer to it and let us know if you have any query. 

-- 
P.S) If you have any query for Korean Items, please send plant@ktechcorp.co.kr 

Our Bank Name is KOOKMIN, we do not change our bank and let us know if you receive a message to change the bank.",External Relationship
"Ivy, 

Regarding these NJT8318UF BUCs, the price for those units is $1,881, but we are out of stock and the lead time is 45-60 days ARO. 

On the other hand we have two units, the NJT8318UFMR & NJT8318UFMK that are in stock and on sale. These units are identical to the NJT8318UF with extra features. I’ve attached the spec sheet so you can see. The “R” means it comes with an RS232 remote interface. The break down looks like this 

Equipment Description Qty Lead Time (ARO) Price /Unit Total Price 
NJT8318UFMR 8W MINI-BUC; Full Ku (13.75-14.5 GHz), LO = 12.8 GHz, L-band 950-1,700 MHz; F-conn; RS-232C Interface 1 2-3 days $1,798 $1,798 
NJT8318UFMK 8W MINI-BUC; Full Ku (13.75-14.5 GHz), LO = 12.8 GHz, L-band 950-1,700 MHz; F-conn; FSK comm. 1 2-3 days $1,798 $1,798 
NJT8318UF Ultra Compact 8W Ku-Band BUC 1 30-45 days $1,881 $1,881 

Let us know how many units you need. 

Regards,",Sales
"Yes. ATEX certificate is already stamped true copy and in sealed envelope. 
Please, stamp true copy with company stamp for ATEX.",External Relationship
"Hi we hope you well 
Item no 1 is only available 

In case you have any further questions please do not hesitate to contact us",Sales
"As I advised you before, I will send you the information again.

- About the company's employee discount method:
+ Management by card number and employee phone number (in case of forgetting the card, the phone number can be read)
+ Use the employee's ID as the card number (because the software only records in 2 fields of information: code and phone number)

- About how to manage inventory of raw materials:
+ Management of goods import, sales except stock (for processed dishes, it is necessary to enter the processing recipe software to subtract according to the correct quantity)
+ Manage supplier's debt and customer's debt.

- Remote management software on laptops for office blocks:
+ Allow to view reports, import goods remotely for restaurants
+ Edit prices, sync menu down to the store
+ Enter more employees, edit discount information for employees

I attach the file detailing software features and quotation for reference, please see the attached file to help me. If you need any more information, please message me.

Thanks and Best Regard",Sales
"Dear Ms. Thuy,
Do you have this type? Please help me.
Bolt & NUT for 10K-40 A Flange; Material SS41, M16 X 55 (GalV) PCS 350
Bolt & NUT for 10K-15 a Flange; Material SS41, M12x40 (GalV) PCS 350
U-Bolt and Double Nuts for 15A Pipe; Material SS41, with SS41 Base Plate (GalV) PCS 65
Still asking for old CO, CQ and catalog certificates ...
Thank you!
",Sales
"Good service. With my first order from this site, I had a payment problem. Since I used a credit card and their system obviously had collapsed, it didn't show me if the payment had been made! I wrote them in the mail and the next day their employee immediately contacted me. It turned out that there was really some problem with their system. Because the offer was expiring, it was important to pay to receive the products. After a few telephone conversations and a few unsuccessful attempts to pay the staff at the end, the employees came up with another option: paying through Pei Pal without registering! I am fascinated by a lot of their attitude - the payment has been made and I am very pleased! The fact is that some of their offers are very expensive, but there are more accessible!",Customer Care
"For the order I made, I am pleased. I would order from there another time.",Customer Care
"Please see attached signed PO for your kind attention. 
Kindly share payment adv when the arrangement is made, thanks!",External Relationship
"Dear Mr Nguyen, 

Thank you for you email. 

I have included the requested quotation below for you. Please do not hesitate to contact me if you have any questions at all. 



Flagship 8th Generation Portable Ultrasonic Liquid Level Indicator 
P/N: 2290334-COMX

The UL-approved Portalevel™ MAX is the flagship model in the Portalevel™ range and designed for those operators testing large numbers of cylinders and especially larger clean agent cylinders such as NOVEC™ 1230, FM-200™ and other similar agents, such as HFC 225 & 227, FE-13™, FE-25™, FE-36™ and CO2. 

Some of the core features of this equipment include:
• Speed & Accuracy of Testing – A core focus in developing this model was to increase the speed & +/-1.5mm (1/8”) accuracy with which testing could be completed by enhancing the units ability to receive and analyse signals, with a combined LED/LCD display & a new testing process. 
• ABS/TYPE APPROVAL
• Simplicity – The operating procedure, controls and results have all been simplified, making the equipment easy to use and understand. As such, new operators can be easily trained and everyone can have confidence in the results achieved.
• Versatility – This model has 4 power settings (to account for cylinder conditions) and with the enhanced technology, is able to operate on a wider variety of applications with ease. The additional power allows even large containers to be tested or rusty cylinders with poor surface condition. 
• Package – Each lightweight Portalevel™ MAX package includes 1 x Portalevel™ MAX unit, 1 x Dry Sensor, 1 x Portatherm™ Infrared thermometer, Operating Manual, Short Form Instructions, Calibration Certificate, 3 Year Warranty, free-of-charge Post Sales Technical support, all supplied in a robust Carrying case for protection & transportation. 
• Demonstration – To give you a brief flavour for how this equipment operates, please see below a selection of different videos:
o Portalevel MAX Operating on CO2 cylinders – https://www.youtube.com/watch?v=dRt0TgdXmIs 
o Portalevel MAX Operating on NOVEC™ 1230 Cylinders – https://www.youtube.com/watch?v=OUD16Hhb0ng 
o Portalevel MAX operating on FM-200™ Cylinders - https://www.youtube.com/watch?v=C-0pHQSgU1k 

With regards to the pricing for this equipment, please find below:

Description Unit Price GBP 2320 Picture
1 x Portalevel™ MAX 
• Full standard package as described above
• ABS Type Approval / UL approval £2,320 

Delivery: Worldwide £80/ Europe £50 / UK £25
• By International Courier to any location worldwide
• Available ex-stock delivered 2-4 days from order £80 
TOTAL £2,400 


Kind regards,
",Sales
"Dear Mr. Huy,

Thanks for your new order.
Please find out the draft of contract and currency information as attached.

We’d appreciate if you check and confirm by return.

Best regards,
",Sales
"Quotation for cable tray ss3161 - Solicom September 25
I send you, drawings for my project as attached file.

Need more information, please contact me. Thank you!
",External Relationship
"Hi Mr Tuan, 

We wish to inform that A193 B7 full thread stud are mostly from China. 

Can you accept it? 
",Sales
"Dear Kha Nguyen 

Glad to receive your email. 

I am Steven, can I reply you tomorrow morning? when I back work, I will make a file to you about the laser machine. 

Wish you all the best. 
Best regards

Steven Zhao

Sales - Marketing Department 
",Sales
"Kha Than
Her side received payment for 2 Ter-7 products.
Thank you so much",External Relationship
"Hello sir

Thank you very much for your orders that I attach to our order confirmation, our professional Forma invoice and your PO are accepted valid.

Best regards,
",Sales
"
Dear Kha, 

He informed that Giga kitchen spare parts were in stock, please provide invoice issues + delivery addresses + cars (if any). 
I delivered the goods. Thank 
",External Relationship
"Hello, 

the goods are ready for dispatch. 
Please send us a label from DHL. 

with best regards / mit freundlichen Grüßen 

Marie-Luise Glenk 
Shipping department",Sales
"Kindly find the attached proforma invoice for your payment preparation. 

Please take note that for all bank charges inside and outside Singapore to be paid by buyer.",External Relationship
"Thanks for your order & sorry for the late reply. 
I have checked through the PO, everything is alright except the PO date.",External Relationship
"Dear Song Linh company,
I placed an order with code #234098576 for $200, free shipping and select payment on pick up. However I would like to complain about your company's delivery and payment. When I received the item the delivery man told me to give 250$ and said that the $50 is shipping.
This amount was not mentioned in the invoice but I was asked to pay again. That's what makes me so disappointed in your quality. I hope you will have a proper workaround. Please contact me via this email. Best regards, Diana.",Customer Care
"Dear Mr.Khan

Please send me the attached price list.

With Best Regards,'",Sales
"Good day,

Now we can not see any Invoice of US&84,900.-even mail.

It is completely fanny.

Anyway we did not have any Invoice of US$84,900.-

Please let us know what exactly we can do ? help you ?

Anyway we understood that FEDEX will not come to pick it up today.

We await your next correct formation.",External Relationship
I send you a quotation according to the volume table that I receive. Please help me.,Sales
"As most of us have discussed, Harry Arora's group has been developing an e-commerce site now known as DealBench.com (formerly EnronDirectFinance). This site is being launched as an information dissemination/deal platform whose closest competitor is Intralinks. DealBench's customers will be banks, 
law firms, and other businesses who desire a secure internet platform to conduct business transactions online. Customers will license use of the site pursuant to written agreements. Several trademark applications have been filed by Enron Corp. for the site. Lawyers from Vinson & Elkins in Austin (Bob Baird and Dean Harvey) and Houston (Steve Borgman) have been assisting us in various legal matters relating to the site. 

At this point, the commercial team desires to move ahead with a limited liability entity to own and operate the DealBench business. Based upon input from many of you, the proposal is to form a simple, single-member, owner-managed Delaware limited liability company named DealBench L.L.C. he sole owner would be Enron Net Works LLC. Upon formation, all assets and liabilities of the DealBench business will be assigned to, and assumed by the new LLC. We understand that the private placement being contemplated by Net Works will be through a separate legal entity and currently does not 
contemplate the DealBench business. We also understand that DealBench's ownership by Net Works will not preclude future flexibility in DealBench's ownership. 

The commercial team desires to move forward with formation of DealBench L.L.C. this week. Based upon your input, we will proceed as outlined above. If you have any other thoughts or suggestions, please let me know. Thanks for your help. 

Regards, NJD",External Relationship
Good choice at affordable prices. A very well -made site that I liked several books from. The choice is really huge and I do not find it difficult to find or like a book according to my taste. Prices find them are affordable.,Customer Care
"Please find attached certificates for the order. Kindly review draft COO Chamber for processing. Shipment detail will be input once received to proceed application. 

1. Draft COO by Chamber 
2. Draft Cert of Quality (under review, provide once reviewed) 
3. Ex Certificate 
4. IECEx Certificate 
5. Manual",External Relationship
"Dear Andrea Bouza,

First of all, I would like to introduce about myself, my name is Tuong Vi, and I’ll follow this order, because Ms. Hoa was resigning from her position, effective 31/07/2017.

Please see the attached contents and provide us with the missing information in the yellow positions, sign the confirmation, stamp PO and send it back to us to complete the Order..

Thanks for your support and corporation,
Best regards,
",External Relationship
"We thank you for your request. Based on this we are pleased to quote: 
15 pcs art. 12673 – Combined Elec. Ballast and Emergency Inverter HFXE236 E1003 230V, each USD 345.- 
15 pcs art. 16236 – Elec. Ballast 236 E1003 230V, each USD 279.- 
01 Freight and packaging to VN (DAP, DHL Express), USD 511.- 

Prices valid ONLY if the requested qty is ordered. 

Please use our article number when ordering. 

Weight of shipment is approx. 30 kg, in 2 small cardboard box with dimension 47x32x10 cm and 1 small box with dimension 37x7x10 cm. 

Country of origin: Norway. 
Manufacturer – Barel AS 
HS code: 8504.10 
Unused and new, produced in 2019. 

Delivery time: 
Delivery from stock. 

Delivery terms: 
EX Works NO-9900 Kirkenes, Norway. 

Payment terms: 
Payment in advance, prior to shipment. 

We can provide Certificate of Origin and CoC, at no extra cost if they are issued by Barel. 
If there is a request for Certificate of Origin, and if it need to be approved by Norwegian Chamber of Commerce, we will need to add a fee for US$ 359.-, each document.",Sales
"Dear Sir,

Sorry, we do not have catalogue for each individual spare parts.

Attached are the spare parts list for your reference.",Sales
"Good service, easy order and quick delivery, everything you need for a good online store!",Customer Care
"Thank you for the quote!
Our side will respond to this offer information.",Sales
"Dear Mr. Stian Norheim.
We would like informed you we will process this quote.
Please, send PI for us. we will draft PO and send you!
We have greatly discounted for customers to win bids, could you please discount to us about 5-10% for the quote?
",External Relationship
"Easy communication, they had it in stock

I was very pleased",Customer Care
"Apologize for the late information.

Kindly find the below dimensions of bracket and check with your factory for further process",Sales
"Dear Mr. JK,

We have some spare parts need to quote for PTSC as below. Could you check and let us know which spare parts you can supply?",Sales
"Dear Mr. Nhut, 
Please help me with the product later: 
3-speed round electric kitchen eyes, dk 220mm, voltage: 440x-60Hz, 
Capacity: 2600W 
P/N: 12.22454.804 
1 PCS. 
Please help me urgently 

",Sales
"Dear Hung 

Hung Advise helps this application to the official bid & hst number if any.",Customer Care
"Dear Anh Kha, 

I send you a quotation and catalog for your request. Details you see the attached file for you. 
Note: 
- I greeted the Pressure Gauge. 
- 2 Valve Manifold: The Wika system is updating this product so I can not be exactly the model name. In case the customer requires the mandatory name of the model to help IV20. 

I need to support more information, please contact you again. 
Thank you. 
",Sales
"Hi Huy,

Thanks Huy to send information!

A cortem-antyon lamp package as follows!

Cortem-idaly
Item No.1: Model: Exenc-2017: 1PC Price: 17,000,000 VND/PC
Item No.2 Exel-115L: 3PCS Price: 8,000,000 VND/PC
Item No. 3 Exel-115L: 1PCS Price: 8,000,000 VND/PC

Price without VAT, delivery: 12-14 weeks
Co & CQ from cortem manufacturer: original
Fire -proof certificate: ATEX/IECEX (Copy)
Chamber of Chamber: 70USD
Origin: Cortem-Actaly

Huy refer to the attached catalog file!

Are looking forward to cooperate !
",Sales
"The price is low but delivery is not included

Because of the price, only 25 leva more than Aliexpress

It is not seen anywhere that the delivery is at the expense of the customer! ! ! Also, when refusing, the return is again at the expense of the client! The site says ""final price"" and it is not the final",Customer Care
"Thank you for your inquiry 
Please see attached quote for your perusal 
For item 7, we are proposing 1”FNPT X 1”FNPT 

Country of Origin : UK 
Year of Manufacturing : Ex-stock items before 2020, balance items on or before 2020 
",Sales
"Dear Timo,
Please find attached signed PO from Solico for further proceeding.

With best regards,
",External Relationship
"We do have another training class on 9th to 11th of April. Do let me know if you able to change the date.


Regards,
",External Relationship
"I AM PLEASED
I have chosen your product you offer
I liked the price",Customer Care
"Dear Mr. David Gamble,

Good morning to you.

Thanks for your email.
Now we are sending to you official PO as attached.
Please check it then sign and get your company stamp with authorization.
Kindly send to us confirmed PO for making payment.

As per your question, the owner should buy full items regarding to the first enquiry for maintenance?


Thanks & Best regards,
",External Relationship
"Electronic orders are well organized.
The main problem is that sometimes the site is inaccessible and the pages do not open or it becomes very slow.
Everything I've ordered for now works great, I hope to get the warranty, and after that!

The cookware, pots, pans and jazz are described with a diameter at the lid, not at the bottom, which leads to errors especially when ordering for an induction hob.",Customer Care
I am pleased! Employees are very kind and the products are great,Customer Care
"Dear you,

Thanks for your response.

This is a set of standards that do not include the container, if you need the right container with the Marking product information, the price has added 6 million.

This order is currently greeting a few commercial parties, so I can't protect me.

Looking forward to receiving your needs sooner than next time.

Thank you
",Sales
"Dear Mr. Win,
Thank you for the quote.
In case you do not have enough goods, how long does it take for the waiting time?
With the order value as I requested, did you shipping for free in Ho Chi Minh City?",Sales
"I have already described them, 1 month of delivery is unacceptable. As you work with Speedy, I will no longer shop, and I will share it with all the familiar people.",Customer Care
"Hi sister Dung,

Thanks for your confirmation email.
I supported the order early to help me.
",Customer Care
