content,label
"Dear Bitis,
I would like to ask a question about the warranty policy. Whether the warranty period has expired but I want to warranty the product, is it possible? What if I want to warranty my shoes?
Please reply my email as soon as you can. Thank you
Love",1
"Sir, 
I am writing this email to complain about your brand's terrible service. Last week, I was place an order for the new pair of shoes on the brand's website and my bill number is K592. But yesterday, I received a totally diffirent shoes. I was really dissapointed about that.
I want you to replace the shoes by the one that I ordered or I want a full refund. Please contact me at the above email address as soon as possible.
Alex",1
"Dear Madam, 
In this email, I am going to complain your store's poor quality product. My new shoes which I bought from your store yesterday was made of really bad material. One of the shoes torned when I tried it on and I felt dissatisfied because of that. I will return the shoes and kindly request you to refund the full amount of the money. 
Thanks,",1
"Dear Sir or Dear Madam, 
This is a complain email for the bad service of the Adike's branch in Wall Town. Last week, I order 10 pairs of shoes by calling. I told the shop asistant to pack 10 pairs of shoes with size 35. When I came home, I realize that all the shoes were size 36. 
I think this mistake is wasting my time. I request you to replace all the shoes within this week. 
Sincerely, 
Dzung",1
"Dear Sir, 
I am Alexsandro. I am writing this email to complain about the shoes that I bought from your outlet. 
Yesterday, I went to your shop and tried on the shoes model SM142. I bought the red model of these shoes and went home. This morning, when I were unboxing the package, I realized that the shoes were blue. 
I look forward a reply from you to solve this problem. Please contact me at my phone number 6789-5432. 
Thanks.",1
"Sir, 
I am writing this email to complain about your brand's terrible service. Last week, I was place an order for the new pair of shoes on the brand's website and my bill number is K592. But yesterday, I received a totally diffirent shoes. I was really dissapointed about that. 
I want you to replace the shoes by the one that I ordered or I want a full refund. Please contact me at the above email address as soon as possible. 
Alex",1
"Sir/Madam, 
I am going to complain about your company's product quality in the email. After seeing the new advertisement of your company's product on TV, I visited the website and paid for the shoes latest model. And the shoes that I received were totolly diffirent from the ad. It made me feel uncomfortable and sometimes it hurted my foot. 
I request you to refund the money and I will return the shoes to your company. 
Please contact me at 1603-9521. 
Sincerely, 
Khoi.",1
"Dear Sir/Madam, 
I am Maria and I have a complaint in this email. I think your store's service was really terrible. The shoes that I received this morning were diffirent from what I saw from the commercial video of your's store and the material, the quality are not as good as what they say in the video. I think this is a scam. 
I think you should have some solutions for this problems and contact me as soon as you can. 
Email : m4ria@gmail.com 
Thanks.",1
"Dear Madam, 
I am writing this to express my dismay at the service of your branch in New York, There were some mistake about the model of the shoes they gave me yesterday. My bill number were 7290 and I paid for the WTX-2022 model but they gave me the 2021 product. It dissapoints me a bit. 
I want you to replace a new pairs of shoes for me within 3 days. 
Thanks.",1
"Sir,
My name is Maya and I felt dissatisfied after using the online booking service of your brand.
The website took me a lot of time ordering the shoes. After spending 1 hour to order 2 couples of shoes, the shipper gave me one of them and told me that I paid for just one of them (my order number is 6523)
I am looking forward to hearing from you to solve the problem. I would like to have the second pairs of shoes or a refund of that one.
Please contact me via email.
Sincerely,
Maya.",1
"Dear Madam, 
I am writing to express my dissatisfaction of your service and product. I had ordered a pair of shoes from you through online shop on July 7th. Unfortunately it took nearly 3 weeks until the package was finally delivered. When I checked the item, I found there were some dirt on the item and it had been damaged. 
I've reached out to you through email but to no avail I haven't received a respond yet. 
I would like a full refund as soon as possible, I hope you can take steps to make sure this does not happen again. 
Yours Faithfully, 
Grace",1
"Sir/Madam, 
Through this letter of mine, I wish to inform you that I had purchased a pair of shoes on the receipt no. 11083 from your shop on 29th August, 2022. It is of Peak brand and the item no. is E11427H-White. On unpacking the box at home I found that the shoes are wrong sized. I ordered the 44-size shoes but your shop delivered the 43-size shoes for me. 
I, therefore, request you to kindly replace the pair with a new one or refund the money. I will be thankful if the matter can be attended to at the earliest. 
Feel free to contact me at my contact number: 0783400568 or my email: binh.nguyen1082k3@hcmut.edu.vn",1
"Dear Sir,
My name is Emma who purchased online shoes from your shop and my order number is #26102005. I have some problems with product payment. I chose to pay by card and was told the payment failed. However when I check my account, it is still deducted. I want to ask how to get the refund.
I look forward to hearing from you as soon as possible to resolve this issue. I can be contacted at the above address and phone number.
Thank you
Love,
Emma",1
"Dear Sir,
I have recently purchased a shoes from your website, my order number is #15695548, and my name is Linda. I bought a pair of discount shoes from your birthday sale. However, when I received the goods, I was not satisfied. I ordered purple shoes but the one I received were blue. I don't like that color. Can I return the product? I read your policy and it says it's possible.
Please reply my email as soon as you can.
Thank you
Best regards,
Linda",1
"Dear Bitis,
My name is Tom and I want to ask you some question about shipping policy. My order number #15634758. September 21st, I ordered a pair of pink #MP32 shoes for my girlfriend for her birthday. I noted that I want to receive it by September 30th. Because October 1st is my girlfriend's birthday. However, it's been 1 week since I placed my order today, but my order is reflected still in stock. I am writing this email to ask for support to receive the goods before September 30, no matter what the costs.
Yours sincerely
Tom",1
"Paul, 

Regarding the phone conversation we had last week, please be aware of the following: 
- I misspoke when I stated that a letter will be going out to Enron containing the details of the total assessment. The letter that did go out to customers was distributed on the TIE email list and was only a generic explanation. That email is included below for your information. 
- The details that I promised are included in the attached spreadsheet file. 
I am still trying to find out when you will receive the invoice for this assessment. When I have that information, I'll pass it on. 
I hope the attached information is useful to you. 

Thanks, 
Dave Evanoski 
518-356-6031 

(See attached file: Enron Power Marketing.xls)",2
"Dear Mr. Taylor, 

Thank you for contacting the Internet Response Center and we apologize for the delay in our response. We appreciate your interest in General Motors and alternative fuel technology. We would suggest that you direct your inquiry to the following address: 

GM Advanced Technology Vehicles 
MC 483-619-409 
1996 Technology Drive 
Troy, MI 48007-7083 

You may also contact Juanita Kukla, our Public Relations Manager for Hybrid/Electric Vehicles, at the following e-mail address with your request: 

juanita.kukla@gm.com 

Thank you again for contacting the Internet Response Center and for your interest in General Motors. 
We hope you are able to obtain the information you are seeking regarding ZEV credits. 

Sincerely, 

Donald Stailey 
Customer Relationship Manager 
GM Internet Response Center",2
"Dear Kevin,

Your satisfaction is important to us, so we've developed a survey to evaluate and improve our program. By answering our Customer Satisfaction Survey, you will help us improve the Autoweb.com online shopping experience.

Click here to begin the survey:
http://www.Autoweb.com/survey/index.cfm?pr_num=9866510
Your confirmation number is 9866510. 
This request was for a 2002 Dodge Ram and was sent to Hazlewoods Dodge Country.

Some web-based e-mail readers will not properly load this page if you click on the above link. If you experience errors, please copy the link and paste it into your browser's address bar. 

Thank you for using Autoweb.com.

Sincerely,
Jeffrey Schwartz,
President & Chief Executive Officer, Autoweb.com",2
"Dear Mr. Shapiro: 
I am a Master's student at Texas A&M University. I met with Paula Rieker of Investor Relations at Enron last Wednesday during the presentation she gave in the College of Business at Texas A&M. I have been interested in Enron for some time, and Ms. Rieker's presentation impressed me even further. 

I spoke with Ms. Rieker after her presentation about my interest in working in the Government Relations Department at Enron. She was kind enough to provide me with your name and phone number as a contact person. I have a Bachelor's degree in Government from The University of Texas at Austin. I feel that the combination of my undergraduate government degree and the graduate degree in marketing that I am currently pursuing makes government relations an ideal area for me. I am interested in a summer internship beginning in June 2002, which could possibly lead to full-time employment upon completion of my graduate degree in December 2002. I am attaching it! My resume for your review. 

Thank you for your time, Mr. Shapiro. I look forward to hearing from you concerning my interest in working at Enron. 

Sincerely, 
Whitney Bessler",2
"Dear Mr. Bass: 

Thank you for your electronic check request. I have submitted your request in the amount of $1,260.00. Your check will be processed and mailed out to your address of record within one business day. 

If you have further concerns or inquiries, please reply to this message or call Customer Service at (800) 669-3900 or (402) 970-5805. 

Thank you for choosing Ameritrade! 

Sincerely, 

Vu Phan 
Customer Service 
Ameritrade, Inc.",2
"Angelique will work with Ami Chokshi on the following Entex projects: 
1. Pulling and analyzing Entex daily volumes for the past year; 
2. Assisting in the conversion of various Entex Excel spreadsheets to Access format; 
3. Assist Ami with contract compliance and customer relations with Entex and Tufco. 

She will also work with Dave Baumbach on Storage modeling and the conversion of various Storage Excel spreadsheets to Access.",2
"Dear ICAP Working Group Members, 

Regarding the January 17th ICAP WG, please click on the attached link to view the NYISO Calendar where you will see the meeting's Conference Call Information as well as a Link to the Meeting Materials. 
http://www.nyiso.com/services/calendar.html 

Regards, 

Market Relations 
518-356-6060",2
"Jeff/Mike, 

I understand there is some concern regarding the take-or-pay exposure under the LNG contracts between DPC and Oman LNG and Adgas. First, there is no direct Enron Corp exposure. Both contracts are between DPC and the related supplier. There are no Corp performance guarantees in either SPA. Attached is a memo sent to Jim Hughes last month outlining the contractural obligations and current discussions with the suppliers. 

From a practical standpoint both suppliers will work with us to reschedule the start dates and to modify the fixed quantities. I met with both suppliers before the holidays and they reconfirmed they will work with Enron as they understand the problems in India. We have delayed the contractual start date under both contracts to the maximum extent possible: February 11, 2002 for Oman and April 30, 2002 for Adgas. What this means contracturally is more than a year to work with the suppliers. Both suppliers expect an update on DPC when I return to the Middle East next week and both do not expect to discuss any contract matters until the situation in India is clearer. I will be in New Mexico through tomorrow if you want to discuss further. My phone number is 505/336-8400.",2
"Bo, Attached is the draft of the gas agreement for the StageCoach transaction. There are still a few blanks for which Andrew is getting the information. Please review and let me know if you have any questions. 
Also to follow up on our discussion from earlier concerning who would actually contract with the PPL for the Utility Agreement; we had earlier discussed Tennessee Gas Pipeline contracting with the Utility with EES acting as their agent for interaction with the Utility. However, I think it should be EES who contracts with the Utility to receive electric service. TGP has contracted with ECS for Compression Services and ECS has contracted with EES for power. TGP has no need for a power deal. Let me know what you think about this. 
It is my understanding that EES is working on a revised draft of the TA for the Power Contract. Let me know if this is not correct. Thanks.",2
"Kay,

Our contact with GE tends to be indirect through turnkey contractors on power plants: the turnkey contractor usually contracts with GE instead of Enron as owner. So this would probably not be high on our list of priorities, although we would be interested to see what you come up with. 

You might want input on your process from our engineering team, led by John Chappell, so I have copied this to John.
Mark.",2
"Mark, 

I just received the ISN contract for the Olympics game. Should I send a copy to Ed at Milbank as well? Any reason Mark Holsworth needs to be involved? 
I have reviewed numerous license agreements and feel comfortable with many of the issues, but I do not hold myself out as an IP expert. Have we entered into similar agreements with other content providers that would be good precedent for my review. 

Leslie",2
"Dave,

Attached is a contract for the ""Enron High 5 Flags"" game. I will touch base with you this afternoon with some questions and changes to areas such as with prizing and rules for the game.
I am just stepping into a meeting and will try tracking you down once it's over.

Thanks,
Craig",2
"Rebecca, 

John Ayres and I met today. He wishes to add the interconnect piping between the chiller and cooling tower options in Exhibit N-2 for the ESA Electrobolt Project. This adds a total of $ 266,400 to the Jan 15, 2001 payment (equal to $ 33,280 per unit). There will be no effect on the 12/27/00 payment amount. I've edited your spread sheet to show this. 

John Ayres asked if he could have a stripped down version of the Spread sheet showing only the ESA amounts. 

Kay, You'll notice that the Cooling Tower Option is Exhibit N-2 was changed to add this interconnect piping to the scope. 

I hope this helps. 

Regards, 

Lee",2
"Debra; 
Attached are documents for your review regarding Aquila's request of Enron to amend our current Gas contract to replace/assign the UtiliCorp responsibilities to Aquila, Inc. 
I have sent along for your review, the supporting documentation from both Moody's and S&P regarding the Aquila credit rating, the Secretary of State filing/order showing Aquila's name change, our underlying contract and a proposed amendment for your review/execution. 

It appears that this amendment is necessary because there has been a delay in the execution of a new contract which would have removed UtiliCorp as a party. 

Because of the Aquila spin off, we are under a significant time constraint to remove UCU from all Aquila contracts. 
If you have any questions regarding this, please do not hesitate to contact me. 
Susan Stanley 
Aquila 
Contracts 
816-527-1344 
sustanle@utilicorp.com",2
"Hey Folks, 
Hope you all had a good weekend. We have a busy week coming up, and as I am headed to the East Coast on Thursday, I thought I'd throw out an overview of the week's activities. Some of the things we're moving on this week: 

Elliot: Finalize Product Description for RECs, Continue negotiating LOI with enXco on Mid-C wind project, Send out Renewable Power Desk Marketing Document, finalize REC pricing with LADWP 
Jesse: Work with LADWP on services contract, continue to manage Edwards, work with Stacey and Jenny on Fundamentals 
Stacey: Meeting with Elliot and Kelly Kimberly on press release, Enron building latest, TX transmission update 
Richard: Patagonia, Fetzer, Tag inventory for Green Power Partners Project, work with Elliot on Product Description 
Jenny: Attend RTO meeting, continue to refine organizational details for Fundies site, line up meeting on external relations with Juli 
Jeff: Work with Elliot on enXco LOI. Begin crafting strategy for working with NGOs, Bonneville to line up transmission for Mid-C Project. Contact Snohomish for slice of Mid-C Project. 

Anybody up for an offsite meeting in Colorado in early November? 

EM",2
"Mark, I heard earlier today that the resolution of this matter has been to move confirmation/documentation to Calgary, but leave contract preparation and negotiation in Houston. 

I must admit disappoint with this bifurcated result, including for the following reasons: 

1. It has left, rightly or (I trust) wrongly, the impression that there is concern as to the ability of the Canadian lawyers to documment and negotiate the ISDAs, etc. If this is the case, I do not share the concern. The legal group in Canada is strong, deep, conscientious, and regularly excels at greater and more complex challenges which expose Enron Canada to greater 
risks in physical trading, origination, finance and structured transactions. 

2. For these reasons, the Canadian lawyers have the trust and confidence of the Canadian traders and originators, and their advice is sought and followed on all matters, including, frankly, financial trading. 

3. This result ignores the practical realities of time, space, efficiency, legal jurisdictions, marketplace knowledge and internal and external relationships. 

4. I feel that the we ought to have the opportunity to be exposed to, and be challenged by, all aspects of our business. 

In any event, please let me know who will be responsible for legal oversight of confirmation/documentation of financial transactions. For physical trading, we regularly advise on confirmation/documentation issues and, most notably, all structured trades and trades with a term of greater than one year are prepared and reviewed by Enron Canada legal. 

Regards, Peter.",2
"Jordan, 

I think this looks good. There is one other area that you may want to include: Develop relationships with governmental agencies that enforce discrimination/affirmative action laws, regulations, and Executive Orders. 

I have been taking the lead on this, with support from Steve Kean and Cindy, but we are just starting the effort this month. Steve and I will meet with the Office of Federal Contract Compliance Programs this week, and I am hoping to meet with the head of the OFCCP (and, perhaps folks with EEOC in Washington) later in the month. I believe that cordial, cooperative relationships with these agencies can be invaluable in our diversity efforts. 

If you choose to include this activity, it probably would belong in the Communication or Resources sections (it could be included in the section on creation of external relationships). 

Let me know if you have any questions. 

Michelle",2
"Dear Ambassador Merrill, 

I understand that you and Betsy Ginsberg had a conversation at reunion last month about a possible partnership between the Fletcher School and Enron. Thank you for generously 
offering to help us explore this connection. We believe there are strong synergies between Professor Bill Moomaw's 
International Environment and Resource Policy program and Enron's business model. There is currently a strong recruiting relationship between Enron and Fletcher; there are nine Fletcherites at Enron at this time. I'm confident that our strong recruiting relationship is a solid first step from which to launch an even stronger partnership. 

In order to explore expanding this relationship Ms. Elise Kalmans, Director of Community Development, agreed to arrange a meeting for Bill and me last spring. Unfortunately, the scheduling did not work out, and Ms. Kalmans then began a maternity leave so we had trouble identifying a new 
point of contact. 

I appreciate your suggestion that we aim to work through Stephen Kean. As Senior Vice President for Public and Environmental and Government Affairs, he does sound like the ideal contact with whom to discuss Professor Moomaw's program and its students. How do you suggest we proceed? Should we send a letter from Interim Dean Trachtman to ask if Mr. Kean would be willing to meet with Professor Moomaw? May I mention that you suggested we write him? 

At Betsy's suggestion, I have attached the presentation outline we prepared for Enron, along with the letter we originally mailed to Elise. I would be very interested in any suggestions you may have. If you have any trouble opening the powerpoint file or word document, please let me know and I would be happy to mail or fax them. Thank you again for your kind offer of assistance. 

Sincerely, 

Laura Karch",2
"Elizabeth- 

I am one of the editors for the Exchange Newsmagazine (the EWS external customer publication). It is approval time and Legal needs to sign off on this article on Renewables. The people quoted here have made their corrections. If you are not the appropriate person to read and approve this, please direct me to the right one. I need this back by Friday, Sept. 28, if possible. 

Thank you. 

Kathie Grabstald",2
"I'm putting the finishing touches on the agenda for the Management Conference. With General Norman Schwarzkopf and Gary Hamel scheduled to speak, this year's program is superb. 

Currently, there is time on the agenda to include two 30 minute business unit presentations or another outside speaker. Since we already have four external speakers and last year's feedback indicated an interest in hearing from internal leadership, I am proposing the business unit presentations -- specifically, Global Markets and Industrial Markets. Please give me your feedback. I will need to notify Mike McConnell and Jeff Shankman, as well as Ray Bowen and Jeff McMahon very soon. 

Regards, 
Terrie James",2
"As we continue to deal with the recent tragedy, we have launched an additional resource for you to communicate with one another: the Wharton Community Discussion Board (http://www.wharton.upenn.edu/alumni, then select the 
""Community Discussion Board""). Please share information about all members of our community (alumni, students, faculty, staff, corporate partners and friends) and about your loved ones and family (spouses, partners, children, parents, brothers and sisters). 

There are two forums on the site: ""Open Discussion"" is a place you can share your thoughts and feelings about the recent events. On ""Information on Friends, Family and Colleagues"", share news about fellow Wharton grads and loved ones. We continue to encourage you to use the ""Family and Friends Status Database"" 
(http://www.finebrand.com/statuses/affiliation.cfm?prefix=Wharton) for status information, and use this discussion forum for extended news and updates. 
Please be aware that due to the high amount of traffic on the ""Family and Friends Status Database"", some alumni have experienced time delays in accessing the site. 

We invite you to contact us at alumni.affairs@wharton.upenn.edu, call us at 1-215-898-8478, or visit our Web site at http://www.wharton.upenn.edu/alumni. 
The thoughts and prayers of the entire Wharton community are with those who have been affected by this tragedy. 

Sincerely, 

Steven Oliveira",2
"Hi Rick, 

Sorry I wasn't able to get draft documents to you yesterday. Meredith is waiting for one more piece from Quinn Gillespie, but hopes to have it shortly. In the meantime, I put together a couple of very brief additions to the Q&A that went out Monday for her to look at. As you know, she's swamped right now, and she hasn't been able to get back to me. I'll still try to have something to you before the call tomorrow. 

Sue 
Sue Nord 
Senior Director",2
"Do you have a list of ongoing projects the Southern Cone Gov't Affairs group is engaged in? Please forward to me if you do.( If something does'nt already exist, perhaps you could pull something together at your earliest convenience ) Also, any information as to relative priority of these projects and level of resources ( both internal and external ) you have committed by project would be helpful. I look forward to getting down to Sao Paulo soon to visit with you and your group. Hope your move goes uneventfully. Thanks for all your help.",2
"Hi Rick, 

I would like to put together some quick guidelines for external communications for our group. Because it's been a while since we did our media training, I think it would be useful to give people some general guidelines. I spoke with Meredith Philipp about this yesterday, and she said she would pull something together. Also, I would like to flesh out the issue that I raised last week about our tone/approach. I think this is a particularly good time to think about these issues in light of the serious credibility issues currently facing the company. I would like to get a draft document to you by the end of the week. That way, if you think it's useful, you can mention it on the department call Friday afternoon. 

Let me know your thoughts. Thanks, 

Sue",2
"We currently have an opening as an administrative assistant in the Government and Regulatory Affairs department reporting to Paul Kaufman and Alan Comnes. If you are interested in this position, please let Amy FitzPatrick know by close of business on Friday, September 21. 2001. 

The ideal candidate will support members of the Government and Regulatory Affairs team and perform the following complex administrative duties: 

Answer and screen phone calls, handle client requests, greet external clients, and build business relationships Compose memos, reports and other correspondence from a brief outline, ""sketchy"" draft or verbal instruction Code invoices, process complex expense reports, and manage employee timekeeping through SAP Make travel/meeting arrangements based on minimal instruction and periodically make independent decisions on details such as travel schedules, mode of transportation, and accommodation. 
Monitor and control filing systems ensuring accuracy and efficient retrieval of data. 

The successful candidate will be detail oriented, have good organizational skills and possess the ability to work in a fast-paced environment with multiple concurrent assignments. At least 5 years of secretarial/administrative experience and above average communication and interpersonal skills is required. Excellent typing, proofreading, spelling and grammatical skills, and strong PC skills with Work, Excel, and PowerPoint are a must. The ability to identify work priorities and function with very little supervision is essential",2
"Scott/Kevin - 

Late last week, we reached an additional external candidate who needs to be phone screened for the Trading Track. 

If you could please include him on your list, I would really appreciate it! 

Please find Francis Nyema's attached resume. 

Kind regards, 

Adrianne",2
"Hi Kate, 

I hope you had a Happy New Year's. 

Sorry we forgot to include you on the initial email. Could you please coordinate the User Acceptance Testing with your group for the various reports that were listed below? As Laura explained, those reports were changed to include a field necessary for those deals that came from an External Exchange (Houston Street, Dynegy Direct, True Quote) through EOL. 

Thanks for all your help. Please let Laura or myself know if you find any 
problem with the reports. 
Nadine.",2
"Hello. Hope everyone's holiday was pleasant! 

Nine reports have been promoted to Stage and are in need of User Acceptance Testing. These reports have not been changed except to add a field that allows you to filter in or out the external exchange information, if the deal was brought into EnPower via EOL via an external exchange, such as Houston 
Street or True Quote. EOL is scheduled to start adding these deals very soon and we want you to be ready. 

To test the reports, please enter deals into the system and add your own EOL number, use the dropdown to pick an External Exchange, and add your own External Exchange number. Then you can track your deal through the system. 

I have attempted to identify who would normally use these reports, but if I am inaccurate, please just reshuffle them to the appropriate party. And let me know where I am wrong so I can make a note for next time. Also, I do not have a list of which reports the Portland office might use so please just test the ones you do use. 

AggSchVol Corry Bentley 
ConCount Kim Theriot 
CPConfirm Kim Theriot 
CPTerm Kim Theriot 
Credit Debbie Brackett 
Emissions Stacey White 
EOL Report (4 tabs within this one) Kim Theriot 
FollowUp Kim Theriot 
HighPriceDeals Kim Theriot 

Thanks so much for your assistance! Let me know of any issues you find immediately so we can address them promptly. 
Laura Aldis",2
"Hi guys. 

I wanted to let you know that I am extremely concerned about the Associate/Analyst program, so much so that I feel all the work I have done, and all the time I have spent on the program has had little impact outside Wharton/Penn recruiting. In fact we won't get more than 1 associate from Wharton this year for a variety of internal and external reasons. This program has brought incredible talent into the organization, but we have lost a lot of momentum over the last two years. 

In as much as I would like to continue to support the program, I can't in its current form, and don't have time to fix what I thought we had been addressing. The entire program is disfunctional, and the commercial teams are not lending support to the program. I'd be very happy to spend a few minutes of your time (rather than blather on in an email) to give you both my overview of the program, and suggest changes and improvements. 

You know you have my support, but the current state of affairs down there has gotten me to my rope's end with the program.",2
"WE HAVE A DEAL! 

Attached are the final communication materials. The only changes are the addition of legend language at the end of the external Q&A, employee email, messages and talking points, and a change in one question in the external and internal Q&A (Q: When will the 10Q be filed? A: It is scheduled to be filed on November 14.) 

Please forward these materials to your direct reports as briefing materials for floor/staff meetings. We will run the ETV ad notifying employees to check their email for an important video message through the weekend and Monday morning. Call me if you have any questions. 

Thank you all for your assistance in communicating these messages with employees. 

Karen",2
"John- 
For the testing of these deals as part of the Doorstep review, we will need the following from Risk Mgmt: 
Deal ticket (system generated is fine) 
Curve that deal was marked against (we can validate curves on day deals were booked to appropriate pricing index) 
For open deals, we would like to test the current MTM value: We will want to trace position / value to DPR . 

Once we review the deals (via deal tickets) we can then get the additional info from the varying groups: 
Credit watch list for the day deals were booked (to verify that CP's are not on list) - Tracy? 
Confirmation / Signed contract (on originated deals) - Joe Hunter 
For liquidated deals (physical) - we would need to get scheduling support (verify transportation rates, nominations confirmations, invoice support, etc) - Murray, Cara? 
Settlement of deal - I can contact Leslie Reeves group for support on this to verify through to G/L and cash apps. - Kim 

Thanks, 
Michelle",2
"As most of us have discussed, Harry Arora's group has been developing an e-commerce site now known as DealBench.com (formerly EnronDirectFinance). This site is being launched as an information dissemination/deal platform whose closest competitor is Intralinks. DealBench's customers will be banks, 
law firms, and other businesses who desire a secure internet platform to conduct business transactions online. Customers will license use of the site pursuant to written agreements. Several trademark applications have been filed by Enron Corp. for the site. Lawyers from Vinson & Elkins in Austin (Bob Baird and Dean Harvey) and Houston (Steve Borgman) have been assisting us in various legal matters relating to the site. 

At this point, the commercial team desires to move ahead with a limited liability entity to own and operate the DealBench business. Based upon input from many of you, the proposal is to form a simple, single-member, owner-managed Delaware limited liability company named DealBench L.L.C. he sole owner would be Enron Net Works LLC. Upon formation, all assets and liabilities of the DealBench business will be assigned to, and assumed by the new LLC. We understand that the private placement being contemplated by Net Works will be through a separate legal entity and currently does not 
contemplate the DealBench business. We also understand that DealBench's ownership by Net Works will not preclude future flexibility in DealBench's ownership. 

The commercial team desires to move forward with formation of DealBench L.L.C. this week. Based upon your input, we will proceed as outlined above. If you have any other thoughts or suggestions, please let me know. Thanks for your help. 

Regards, NJD",2
"I think it would be helpful if we met sometime soon to ""take inventory"" as to our legal entity structures (thus far) for the Enron Net Works ""family"". There has been a fair amount of entity formation (and, perhaps, commercial activity) and I want to make sure the all entities and assets are where they are suppose to be. 

To that end, please contact my assistant, Darlene Forsyth (x3754) as to your availability over the next week so we may take an hour or so to compare notes. 
Thanks. 

Jordan",2
"Dear Mark Taylor, 

You have been invited to participate in a deal on DealBench, sponsored by Enron North America Corp. for First Deal. 
You are about to experience firsthand, our secure platform that enables clients to conduct their business on the web. We provide a collaborative environment to share documents, conduct auctions, host webcasts, manage deal information and monitor deal progress - instantly, efficiently and effectively. 

In order to be able to view the deal you have to update your user profile with the deal key: 966633497692598. This will enable you to view the deal and participate in the process. Please also remember that this deal key is specific to every deal and is a single use key to be used only by you to update your profile. 

We are looking forward to working with you. 

If you have any questions or are unable to access the system, please email us at: Webmaster@DealBench.com or call us at: +1-713-853-9438. 

We encourage your feedback on both the platform and service, either via email or telephone. 

Kind regards, 


Jeffrey Bartlett 
Director",2
"Daren--- I need some help with meter 5892 for September 00 due to a feedback error. Deal 133196 (purchase from Duke on gathering contract) is erroring out due to it's expiration date of 8/31/00......however it still showed up in POPS (w/o a nom) on 9/1. Volume management allocated volume to it according to the allocation statement. Should this deal be extended? I noticed it is not out there for October either. I have the feedback error sheet & allocation if you want to see them. Let me know, Mark x33396 p.s. Fred Boas said you used to handle this and you were very wise in the art of allocation......so I am expecting big results Grasshopper!",1
Keep an eye on the bridge - these are still erroring out.,1
"Following are the errors I came across while uploading Real Time inc sheets for this year: Feb Trading: Run-time error '-2147217904 (80040e10)': Procedure 'AUDIT_SP_Delete_INC_MASTER_For_Date' expects parameter '@DEAL_DATE', which was not supplied. Mar Services: Run-time error '13': Type mismatch. Jun Trading: Error number 3001: Arguments are of the wrong type, are out of acceptable range, or are in conflict with one another... Object Source: ADODB.Parameter Jun Services: Error number 3001: Arguments are of the wrong type, are out of acceptable range, or are in conflict with one another... Object Source: ADODB.Parameter Please let me know how we can address these problems. Thanks, Kate",1
I spotted a sign error (more or less) on my document on constraints on smile shapes. The corrected version is below. if there are any more errors please let me know.,1
"I found the following problems when using the preschedule workspace. When I ran the error check for my sheet on the 17th, there were no errors to report. I proceeded to run the confirmation and route deals and noticed that on some of the rows my supply mws were not equal to my market mws. This discrepancy should have been caught by the error check function. The system allowed me to run my confirm anyway. Thanks, Stacy",1
"I noticed a couple of minor errors and/or typos in the EOL documents. Please open my attachments--the errors are shown in pink in the GTC. There is only one error I noticed in the product description--I highlighted it in blue. Any questions, please advise.",1
"Rick Buy has requested that he receive the log of the book officialization errors on a daily basis. Previously, he was only receiving it weekly. Because of this change, it will be necessary for risk contols to have a complete explanation from your risk groups as to why errors happened. The current process is as follows for Houston (using Houston time): Books officialized in evening by risk management 7:30 am risk controls receives error listing (books which did not make it to RisktRAC) 7:30 - 8:30 explanations obtained for error received from risk management (Not all explanations are obtained by 8:30) 8:30 meeting to discuss previous night's officialization process and general processes 9:00 close obtain explanations not obtained before meeting Wed pm - weekly consolidated report sent to business controllers and RAC The process needs to change so that we receive all explanations before the 8:30 meeting. I know that many groups identify errors the night before via the benchmark or reviews of RisktRAC. Hopefully, all groups are moving in this direction. Since the log will go out each day, each of you need to look at the current process you have in place and determine how you can get us the information prior to the 8:30 meeting. We are trying to put the following process in place (for Houston): Books officialized in evening by risk management including risk management ensuring RisktRAC has all required information, errors noted and an e-mail sent to risk controls 7:30 am risk controls receives error listing (books which did not make it to RisktRAC) 7:30 - 8:30 explanations obtained for error received from risk management (if not received the night before) and log updated 8:30 meeting to discuss previous night's officialization process and general processes Log sent to bus. controllers, RAC - daily Note: I know that London, Sydney, and Japan have different processes. We have to work with your current processes to ensure that risk controls receives info on time.",1
"Tom: Below is an error message received by our contracts group. Could you please look into this issue? Let me know if you should need any more info. Thanks: Kelly@5.8491 ---------------------- Forwarded by Kelly Lombardi/NA/Enron on 04/16/2001 03:52 PM --------------------------- Susan Elledge 04/16/2001 02:59 PM To: Kelly Lombardi/NA/Enron@Enron cc: Karen Lambert/HOU/ECT@ECT Subject: Kelly, I get this error message after I update profile manager, but only after I maximize and change the column widths on the work queue screen. Can someone look into this? Thanks, Susan",1
"As you prepare the list of errors that were discovered as we went from an $14 million dollar loss to a $4 million gain for 1Q2000 please solicit input from Dana, David , Susan and Steve Myers - and , of course, Arthur Andersen and Solarc. We would like the list to include: The Error $ amount Type/nature of the error Individual Accountable The Proposed Remedy As Stan explained, this exercise is not to play the ""blame game"", but to ensure that we learn from our mistakes and do not repeat them. If at all possible will you please have the first draft of this document completed this Friday, May 19th. I am asking Shelly to assist you in this effot. Please call on her for help. thanks, mike",1
